name,hd,tyc,tic,magmax,period,sptype,ra_deg,dec_deg,constellation
T And,1795,1734-1431-1,437756809,7.7,281.0,M4e-M7.5e,5.5965,+26.9961,And
U And,7482,,186401829,9.0,347.7,M6e,18.8737,+40.7190,And
V And,4779,,53677871,9.0,256.4,M2e-M3e,12.5262,+35.6528,And
W And,14028,2842-951-1,292938814,6.7,397.3,"S6,1e-S9,2e",34.3873,+44.3049,And
X And,1167,,440066566,8.5,343.4,"S2,9e-S5,5e",4.0397,+47.0126,And
Y And,10112,2814-255-1,189626411,8.2,220.5,M3e-M4.5e,24.9038,+39.3430,And
RR And,4895,,53700749,8.4,330.6,"S6.5,2e",12.8472,+34.3769,And
RW And,4489,2280-81-1,267942318,7.9,430.0,"M5e-M10e(S6,2e)",11.8288,+32.6858,And
SV And,225192,2785-1315-1,194204295,7.7,313.0,M5e-M7e,1.0836,+40.1099,And
SX And,,3278-1233-1,327010620,8.7,332.8,M6.5e,23.3997,+46.5204,And
SZ And,,,154929395,9.5,344.0,M2e,344.8937,+42.8420,And
TU And,2890,1734-310-1,440674692,7.5,316.8,M5e,8.0947,+26.0294,And
UW And,,,437746125,9.4,237.0,M5,3.5454,+29.0224,And
UZ And,7540,,186447725,9.1,316.0,M7e,19.0465,+41.7495,And
YZ And,,,44453319,9.7,207.0,M5e,6.8093,+30.8969,And
AH And,,,184589724,9.3,480.2,M4-M5e,31.4775,+40.7241,And
AX And,,3295-1321-1,203088591,9.3,378.0,,38.1921,+46.4891,And
BG And,,3243-267-1,240632364,8.5,289.5,"S6.5,5e",352.7476,+43.2654,And
BU And,,3234-546-1,346478828,9.4,378.0,M7e,350.9162,+39.7269,And
KU And,,,439961782,6.5,660.0,M10,1.7199,+43.0835,And
LP And,,,176673337,1.8,614.0,"C8,3.5e",353.6147,+43.5503,And
V0588 And,,,,9.44,265.5,M4,345.6381,+46.8301,And
V Ant,,7192-604-1,71487819,8.2,303.0,M7IIIe,155.2880,-34.7886,Ant
X Ant,,7170-2042-1,70713568,8.8,164.1,M2-M6e,151.6760,-30.0772,Ant
T Aps,,9430-1386-1,395746133,8.4,259.63,M3e,208.9633,-77.8023,Aps
SV Aps,,9265-1665-1,402085911,9.0,303.5,,219.6831,-72.5276,Aps
VZ Aps,,9285-1236-1,426489650,8.1,370.4,M5e,244.0606,-74.0404,Aps
WW Aps,,9286-1278-1,309546745,8.6,267.9,M4(Ib)e,247.8798,-74.9956,Aps
DS Aps,,,301850419,8.7,273.0,Me,259.6659,-71.2771,Aps
MS Aps,,,311391522,9.53,348.1,,258.6051,-76.5568,Aps
MW Aps,,,403448615,9.6,392.1,Me,230.4657,-74.5639,Aps
MZ Aps,,,311170403,9.7,391.7,,257.5387,-72.4608,Aps
S Aqr,216907,6400-60-1,137805888,7.6,279.3,M4e-M6e,344.2770,-20.3432,Aqr
T Aqr,198373,5186-231-1,248315067,7.0,201.1,M2e-M5.5e,312.4850,-5.1467,Aqr
W Aqr,,,248266114,8.3,376.1,M6-M8e,311.6042,-4.0834,Aqr
X Aqr,211610,6384-1506-1,206600436,7.2,311.4,"S6,3e:(M4e-M6.5e)",334.6638,-20.9011,Aqr
Y Aqr,,,248233984,8.1,382.34,M6.5e-M9,311.1045,-4.8335,Aqr
RR Aqr,202306,,248555523,9.1,182.45,M2e-M4e,318.7553,-2.8959,Aqr
RS Aqr,,5201-216-1,248488297,9.3,221.3,M2e,317.7422,-4.0278,Aqr
RT Aqr,212243,6384-795-1,188636876,8.8,252.2,M5e-M6e,335.8036,-22.0566,Aqr
RV Aqr,,,248917931,9.0,453.0,"C6,3e",316.4655,-0.2117,Aqr
RW Aqr,,529-353-1,269923337,8.5,140.0,M2e-M4e,320.7742,+0.8378,Aqr
SS Aqr,,5810-1063-1,188500948,9.2,202.2,M2e,334.9767,-14.4019,Aqr
XX Aqr,,5756-1255-1,205736860,9.1,323.4,M4,310.5787,-8.2583,Aqr
R Aql,177940,1040-241-1,196029451,5.3,269.84,M5e-M9IIIe,286.5927,+8.2300,Aql
W Aql,,5142-2895-1,125146283,7.0,479.0,"S3,9e-S6,9e",288.8474,-7.0473,Aql
X Aql,187757,,110839280,8.1,347.67,M6e,297.8742,+4.4644,Aql
Z Aql,,5174-2320-1,71467710,8.8,128.4,M3e,303.7960,-6.1511,Aql
RR Aql,188915,5151-1109-1,251939977,8.2,396.1,M6e-M9,299.4002,-1.8865,Aql
RS Aql,189191,,70212220,9.2,417.9,M5e-M8,299.7773,-7.8838,Aql
RT Aql,185293,1064-3145-1,327098435,7.5,326.4,M6e-M9p(S),294.5067,+11.7217,Aql
RU Aql,192081,,87554441,8.4,275.35,M5e,303.1867,+12.9948,Aql
RV Aql,185821,,261844323,8.1,217.9,M2e-M7:e,295.1794,+9.9310,Aql
RY Aql,,,69783353,9.6,354.7,M3IIIe-M5e,297.0960,+11.5248,Aql
RZ Aql,,,321615879,9.4,332.0,M5e,298.4743,+9.6601,Aql
SY Aql,190970,,86287755,8.3,359.65,M5e-M7e,301.7725,+12.9517,Aql
TU Aql,,,392216200,8.2,268.3,M2e-M9,291.9015,+2.0530,Aql
TV Aql,192082,,273247461,9.0,245.11,M4e,303.2067,+6.3001,Aql
VX Aql,,5128-947-1,,9.9,649.0,"SC5,8",285.0398,-1.5825,Aql
VY Aql,,,39690618,9.19,333.9,M5:e,285.8409,-7.1565,Aql
WZ Aql,192407,503-2259-1,346085754,9.3,310.04,M4-M6ep,303.6627,+4.7846,Aql
BT Aql,,5723-621-1,100781525,9.9,293.52,,293.0974,-8.1080,Aql
CU Aql,,5713-254-1,2814651,9.5,200.07,M1IIIe,289.6190,-10.6933,Aql
CY Aql,,,108781661,9.5,349.5,M8e,289.8542,+0.5160,Aql
ER Aql,,468-3509-1,182811801,9.57,336.05,S,289.7790,+3.4014,Aql
FP Aql,,,160952798,9.5,335.8,M3e-M9,289.3318,-0.1478,Aql
GY Aql,,5725-2467-1,237517703,8.0,465.0,M6III:e-M8,297.5264,-7.6146,Aql
OU Aql,,1062-6-1,70057145,9.6,287.37,M3IIIe,297.4652,+9.3958,Aql
V0424 Aql,,,,9.7,194.77,,297.5928,+3.8140,Aql
V0438 Aql,,,,9.7,283.0,M3IIIe,301.2562,+7.6869,Aql
V0474 Aql,,,,9.7,307.1,M6.5,281.8070,+10.5555,Aql
V0865 Aql,,,,9.6,367.5,"M6-M7(S7,5e:)",305.9777,+0.9458,Aql
V1300 Aql,,,178297564,3.17,675.0,M,302.6161,-6.2704,Aql
V1361 Aql,,,226093962,8.5,970.0,,281.7910,-2.5933,Aql
V1362 Aql,,,,5.3,1730.0,,282.1749,-2.8413,Aql
V1363 Aql,,,,5.8,1490.0,,282.8595,-1.0644,Aql
V1364 Aql,,,53764372,6.5,510.0,,283.0060,-1.4462,Aql
V1365 Aql,,,53627889,3.9,1750.0,,283.0929,-0.2365,Aql
V1366 Aql,,,222334936,7.5,1340.0,,284.6254,+6.7161,Aql
V1367 Aql,,,223523341,9.0,770.0,,286.0406,+6.2212,Aql
V1368 Aql,,,,6.8,1650.0,,287.2811,+8.2729,Aql
V1369 Aql,,,208994785,6.7,720.0,,288.5817,+11.1765,Aql
V1407 Aql,,,10639513,8.9,368.6,M6S,299.3205,-11.2378,Aql
V1414 Aql,,,101120164,9.0,352.3,,293.6662,-7.5721,Aql
V1416 Aql,,,366130971,1.1,450.0,M9,301.9292,+6.0536,Aql
V1418 Aql,,,223292070,6.66,562.0,C,285.8268,+7.5126,Aql
V1421 Aql,,,133685036,6.66,489.0,"C7,3",291.8115,+7.0702,Aql
V1433 Aql,,,74133453,3.6,558.0,,295.2302,+15.3377,Aql
V1577 Aql,,,178306098,9.5,472.7,,286.3270,+1.6600,Aql
V1904 Aql,,,181323436,7.3,251.0,,287.8096,+1.0296,Aql
U Ara,162398,8356-1740-1,409640093,7.7,224.6,M3IIep,268.4067,-51.6873,Ara
X Ara,149234,8716-1614-1,221780329,8.4,177.7,M5e-M7eII-III,249.1028,-55.4148,Ara
Y Ara,149554,8724-1693-1,222004208,8.6,240.2,M2e-M4e,249.7729,-59.8064,Ara
Z Ara,152064,8734-2242-1,170684541,9.2,293.3,M3e-M5e,253.5555,-56.2650,Ara
RU Ara,,9053-4049-1,305419021,8.6,256.8,M5e,262.2759,-60.8990,Ara
RV Ara,,9061-4417-1,305767040,9.4,290.95,Me,263.2476,-64.2817,Ara
RZ Ara,161416,,363719816,9.4,295.7,M1e-M3e,267.0962,-52.6509,Ara
TT Ara,164523,8361-1720-1,63414226,9.4,178.6,M6e,270.9822,-47.2332,Ara
UX Ara,,,347214597,9.9,250.0,,253.8438,-51.9265,Ara
CH Ara,,,172885003,9.7,247.5,Me,256.7004,-59.0560,Ara
V0630 Ara,,,,9.5,339.5,M6e,252.0876,-49.6978,Ara
V0833 Ara,,,,6.69,524.0,,265.0328,-45.6523,Ara
R Ari,13913,1769-458-1,118299026,7.1,185.67,M3e-M6e,34.0296,+25.0566,Ari
S Ari,12701,,97304587,9.3,291.0,M4e-M5e,31.1569,+12.5271,Ari
T Ari,17446,1226-1246-1,218232212,7.3,340.0,M6e-M8e,42.0822,+17.5094,Ari
U Ari,19737,654-516-1,381370719,7.2,371.1,M4e-M7.5e,47.7627,+14.8001,Ari
YZ Ari,,,387585347,5.05,447.0,M8,44.3645,+11.3016,Ari
R Aur,34019,3735-681-1,105135975,6.7,450.0,M6.5e-M9.5e,79.3237,+53.5861,Aur
U Aur,37724,2409-81-1,116597731,7.4,400.0,M7e-M9e,85.5377,+32.0398,Aur
V Aur,44388,3380-1119-1,189959328,8.5,349.0,"C6,2e(N3e)",96.0097,+47.7066,Aur
W Aur,281118,,409187448,8.0,271.3,M3e-M8e,81.7274,+36.9031,Aur
X Aur,42212,3383-515-2,241209012,7.8,165.5,M3e-M7e,93.0557,+50.2279,Aur
RR Aur,42311,,440624733,9.0,309.8,M3e-M7e,93.0341,+43.1643,Aur
RU Aur,,2911-1796-1,269382116,8.0,463.0,M7e-M9e,85.0331,+37.6363,Aur
ST Aur,,,307514691,9.6,295.6,,93.7460,+46.7965,Aur
SZ Aur,37645,,426220224,8.2,455.6,M8e,85.4858,+38.9322,Aur
UV Aur,34842A,2394-373-1,2688613,7.4,392.8,"C6,2-C8,2Jep(Ne)",80.4538,+32.5112,Aur
VX Aur,,2961-1146-1,18692866,8.0,325.8,M5e,112.1270,+40.9704,Aur
VY Aur,,,440587746,9.3,405.8,M8e,92.4670,+46.5745,Aur
AA Aur,47523,2953-1341-1,274267551,8.8,267.9,M3e,100.3039,+44.1665,Aur
AC Aur,,3367-600-1,309871480,8.5,312.4,M5e,81.7678,+50.1245,Aur
AL Aur,,,172219733,9.0,388.0,M7e,98.3223,+31.5918,Aur
AY Aur,,,312684578,9.8,384.3,M6.5,89.0150,+32.1549,Aur
AZ Aur,,2929-1597-1,174760798,8.2,411.9,"C7,1e-C8,2-3(N0e)",90.2802,+39.6707,Aur
ET Aur,,2450-2016-1,156783945,9.6,205.3,M2e,106.7637,+37.0297,Aur
GO Aur,,,470949054,9.2,292.45,,96.5084,+50.4914,Aur
HT Aur,,,17765913,8.9,300.85,M,109.2009,+39.6502,Aur
NV Aur,,,328003589,3.6,635.0,M10,77.8307,+52.8760,Aur
V0373 Aur,,,,1.0,590.0,M9,89.8539,+38.4273,Aur
V0485 Aur,,,,9.6,372.0,,79.1713,+50.2257,Aur
V0524 Aur,,,,9.8,,,70.1167,+30.2807,Aur
V0525 Aur,,,,9.5,386.0,,70.8722,+34.5386,Aur
V0528 Aur,,,,8.1,433.0,,78.2183,+46.7175,Aur
V0530 Aur,,,,9.4,449.0,,86.3748,+29.1183,Aur
R Boo,128609,2018-161-1,157981215,6.0,223.11,M3e-M8e,219.2982,+26.7366,Boo
S Boo,126289,3859-964-1,441706783,7.4,269.88,M3e-M6e,215.7205,+53.8104,Boo
Z Boo,123304,907-572-1,73541060,8.2,282.2,M5e-M6e,211.6242,+13.4834,Boo
RR Boo,,3043-107-1,68146100,8.2,194.0,M2e-M6e,221.7741,+39.3171,Boo
RT Boo,,2569-241-1,138256324,8.2,275.5,M6.5e-M8e,229.3113,+36.3593,Boo
R Cae,29844,7586-662-1,77264481,6.7,388.37,M6e-M9e,70.1254,-38.2353,Cae
R Cam,127226,4634-2021-1,158001237,6.97,270.22,"S2,8e-S8,7e",214.4626,+83.8316,Cam
S Cam,36972,4344-928-1,328668612,7.7,329.9,"C7,3e(R8e)",85.2604,+68.7986,Cam
T Cam,29147,4090-1730-1,281274850,7.2,369.3,"S4,7e-S8.5,8e",70.0370,+66.1468,Cam
V Cam,39741,4357-683-1,138074750,7.3,516.3,M7e,90.6345,+74.5076,Cam
W Cam,,4525-1721-1,400094914,9.5,282.3,M7,96.4844,+75.4511,Cam
X Cam,29384,4511-193-1,140639569,7.1,143.56,K8-M8e,71.4258,+75.1010,Cam
RT Cam,45968,4105-1240-1,55487092,9.0,367.6,M6e,98.8307,+64.0928,Cam
SU Cam,,,328798303,8.9,286.25,M5,99.5527,+73.9162,Cam
SW Cam,,,441623524,9.8,255.6,M5e,120.9992,+73.4085,Cam
TX Cam,,,252363515,7.8,558.7,M8-M10,75.2134,+56.1818,Cam
WY Cam,,4518-2350-1,371710208,9.6,410.5,S2e,69.9733,+79.1308,Cam
BW Cam,,,82891072,1.69,,M9,79.9670,+63.2656,Cam
LL Cam,,,86667528,9.3,617.0,,57.7677,+58.7070,Cam
LM Cam,,,72285686,9.5,588.0,,59.1493,+57.3409,Cam
LQ Cam,,,356210983,7.3,483.5,,63.0942,+53.9183,Cam
MR Cam,,,356222354,9.8,350.0,,63.0755,+58.6680,Cam
R Cnc,69243,802-1503-1,458581443,6.07,361.6,M6e-M9e,124.1410,+11.7263,Cnc
U Cnc,72863,,195188294,9.0,305.0,M2e,128.9429,+18.8957,Cnc
V Cnc,70276,1382-592-1,6890829,7.6,269.7,"S0e-S7,9e",125.4286,+17.2852,Cnc
W Cnc,78585,1954-1300-1,285004409,6.5,394.8,M6.5e-M9e,137.4692,+25.2483,Cnc
RR Cnc,,1927-1971-1,82461809,8.5,296.04,M3e,122.7631,+23.1485,Cnc
SZ Cnc,,,6860178,9.4,319.6,M2,125.3476,+14.0041,Cnc
TV Cnc,,794-1625-1,443951056,9.5,262.8,M7,123.5782,+8.5735,Cnc
R CVn,120499,3027-252-1,23676007,6.5,330.0,M6e-M9e,207.2377,+39.5426,CVn
U CVn,111223,,389871890,8.9,342.9,M7e,191.8319,+38.3753,CVn
RT CVn,,,165794645,9.4,253.9,M5e,207.1861,+33.7263,CVn
V CMa,,7087-114-1,52547027,9.6,241.0,Me,100.9196,-31.7824,CMa
ST CMa,,6507-341-1,47854319,9.3,288.0,,98.0934,-22.7461,CMa
SU CMa,,,80192014,9.4,266.8,M6.5,105.3469,-19.0462,CMa
SY CMa,,,98885854,8.7,214.6,M4-6,107.6378,-19.8363,CMa
UV CMa,,6535-1350-1,64134481,9.6,332.25,M5-8e,106.2792,-28.3081,CMa
BQ CMa,,,65975713,9.7,340.9,M8,108.7886,-25.7830,CMa
DL CMa,,,78664635,9.9,422.5,M7e,102.9524,-19.0383,CMa
EH CMa,,7072-1321-1,124775234,9.0,289.9,M8e,94.3020,-31.0297,CMa
HS CMa,,,47982102,9.9,141.32,,98.4219,-18.1274,CMa
HX CMa,,,99249411,6.94,725.0,C,108.0167,-20.2898,CMa
OY CMa,,,24751383,9.7,500.0,S-*2e,97.2327,-11.8501,CMa
V0425 CMa,,,,4.22,560.0,C,111.0303,-23.5127,CMa
R CMi,54300,753-93-1,262440494,7.0,340.0,C0ev,107.1775,+10.0240,CMi
S CMi,59950,765-1020-1,234396464,6.5,331.9,M6e-M8e,113.1795,+8.3181,CMi
T CMi,,,234412393,9.4,325.38,M4Se-M8,113.5020,+11.7353,CMi
U CMi,61789,778-813-1,264829254,7.8,412.1,M4e,115.3335,+8.3803,CMi
V CMi,53847,749-19-1,262291056,6.9,366.33,M4e-M10,106.7452,+8.8769,CMi
R Cap,,5752-2494-1,14191952,9.4,340.45,C(Ne),302.8265,-14.2674,Cap
T Cap,203349,6360-265-1,288330593,8.7,271.92,M2e-M6e,320.5034,-15.1592,Cap
V Cap,201015,6924-706-1,289794212,8.1,275.77,M5e-M6e,316.9027,-23.9204,Cap
Z Cap,358906,6346-638-1,214604846,8.6,182.08,M1e-M4e,317.6563,-16.1737,Cap
RR Cap,200128,6931-1145-1,29717838,7.8,279.18,M5e-M6e,315.5866,-27.0875,Cap
RU Cap,,,271635821,9.2,346.91,M9e,308.1418,-21.6904,Cap
TX Cap,,6335-1852-1,409101453,9.6,199.28,M4e,310.1336,-17.0577,Cap
R Car,82901,8945-1871-1,360777242,3.9,305.6,M4e-M8e,143.0608,-62.7889,Car
S Car,88366,8943-2313-1,375879953,4.5,150.28,K5e-M6e,152.3412,-61.5490,Car
Z Car,88946,,463238334,9.8,383.6,M6e,153.4776,-58.8524,Car
RW Car,81055,,303774684,8.5,318.8,M4e-M7e,139.9004,-68.7578,Car
RZ Car,92090,,397675874,9.0,271.9,M4e-M8e,158.9052,-70.7167,Car
SU Car,88918,,376726613,9.8,575.4,M5-M8e,153.3767,-60.8860,Car
SV Car,,,443798882,8.6,297.7,M9e,147.0858,-59.5366,Car
UU Car,,,452551562,8.0,199.0,M3e,141.7438,-73.5435,Car
AF Car,,,463237124,9.3,447.6,M8e,153.4712,-59.0198,Car
CG Car,,8962-1626-1,465976226,9.3,222.42,M7e,164.8500,-62.5657,Car
GY Car,,,374510622,9.2,305.6,M7e,150.4760,-62.8271,Car
IY Car,,,350181808,9.7,284.8,Me,115.7949,-62.7927,Car
IZ Car,,8576-85-1,118075705,9.5,104.46,Me,128.1051,-57.0370,Car
KK Car,,8580-37-1,118417121,9.2,418.1,M5ep,129.0054,-59.9408,Car
KL Car,,,362254097,9.3,348.7,"S2,5e",145.7034,-63.6920,Car
KN Car,,9214-157-1,372311891,8.9,352.1,"S5,6e",150.7020,-70.4577,Car
KO Car,,,376027052,9.8,280.81,,152.3272,-65.1428,Car
KS Car,,,349571296,9.1,282.36,M5e,111.7096,-61.8596,Car
NT Car,,,362415526,9.9,316.99,,145.8700,-62.6200,Car
V0425 Car,,,,8.61,515.0,M9,159.9821,-58.5552,Car
V0671 Car,,,,8.8,226.0,Me,164.5388,-72.2460,Car
V0688 Car,,,,6.52,547.0,C,146.1729,-62.7923,Car
V0693 Car,,,,2.48,539.0,C,148.1247,-75.3744,Car
V0695 Car,,,,6.17,714.0,C,148.7172,-60.5904,Car
V0697 Car,,,,8.35,506.0,C,150.0355,-62.0887,Car
V0702 Car,,,,6.63,585.0,,152.8954,-57.9646,Car
V0710 Car,,,,5.32,675.0,,155.4333,-58.2763,Car
V0711 Car,,,,5.13,585.0,C,155.9549,-59.2317,Car
V0755 Car,,,,5.69,483.0,C,163.2310,-60.8695,Car
V0782 Car,,,,5.83,473.0,C,164.4461,-62.3211,Car
V0791 Car,,,,5.14,416.0,C,164.7728,-60.5303,Car
V0832 Car,,,,3.73,623.0,C,169.1621,-65.8489,Car
R Cas,224490,3651-470-1,346545126,4.4,433.6,M6e-M10e,359.6036,+51.3888,Cas
S Cas,7769,,468717173,7.9,608.2,"S3,4e-S5,8e",19.9249,+72.6113,Cas
T Cas,1845,3657-918-1,406772341,6.9,440.0,M6e-M9e,5.8095,+55.7926,Cas
U Cas,4350,,240775517,7.7,278.85,"S3,5e-S8,6e",11.5890,+48.2441,Cas
V Cas,218997,4010-907-1,388327285,6.4,230.55,M5e-M8.5e,347.9197,+59.6997,Cas
W Cas,5235,3680-1824-1,312763933,8.2,407.9,"C7,1e(SC5/9e)",13.7244,+58.5637,Cas
X Cas,,3696-2198-1,371074584,9.2,415.0,"C5,4e(N1e)",29.1587,+59.2594,Cas
Y Cas,225082,,347007121,8.7,417.0,M6e-M8e,0.8394,+55.6811,Cas
Z Cas,222914,,345596737,8.2,492.3,M7e,356.1314,+56.5812,Cas
RV Cas,5016,3266-768-1,238645524,7.2,332.4,M5.5e-M6.5Se,13.1783,+47.4157,Cas
SS Cas,499,3258-803-1,201804313,8.7,140.57,M3e-M7e,2.4022,+51.5669,Cas
VZ Cas,,3677-2259-1,332051739,9.5,168.88,M0e-M3e,19.1184,+56.3953,Cas
WY Cas,,4009-1430-1,416807278,7.5,481.5,"S6,5pe+G",359.5056,+56.4871,Cas
IW Cas,,3250-161-1,201498837,8.0,388.0,"S4.5,9e",0.6843,+48.7142,Cas
V0656 Cas,,,,2.1,534.0,M8,38.9361,+65.1496,Cas
V0657 Cas,,,,3.0,419.0,M9,358.0205,+61.8034,Cas
V0666 Cas,,,,9.7,424.0,,30.3672,+58.3039,Cas
V0667 Cas,,,,8.9,347.6,,50.2340,+70.7775,Cas
V0668 Cas,,,,4.0,650.0,,6.9216,+69.6476,Cas
V0676 Cas,,,,7.4,552.0,,37.7625,+62.7547,Cas
V0701 Cas,,,,1.3,567.0,C,50.9052,+70.4514,Cas
V0861 Cas,,,,7.5,212.0,,9.1529,+68.0222,Cas
V0865 Cas,,,,9.7,180.0,,12.2786,+68.0965,Cas
V0867 Cas,,,,8.8,410.0,,14.1221,+60.7860,Cas
V0888 Cas,,,,9.4,,,16.3643,+65.9833,Cas
V0947 Cas,,,,9.0,460.0,,41.8617,+63.9731,Cas
R Cen,124601,8690-166-1,411164518,5.2,501.8,M4e-M9.5,214.1430,-59.9137,Cen
U Cen,109231,8650-1846-1,272908109,7.2,220.03,M3II:e-M6.5e,188.3781,-54.6594,Cen
W Cen,103513,8643-763-1,375734412,7.6,200.36,M3e-M8(III)e,178.7555,-59.2537,Cen
X Cen,102681,7749-1617-1,345180718,7.0,312.0,M5e-M8e,177.2991,-41.7576,Cen
RS Cen,98678,8963-1364-1,468095478,7.6,164.1,M2e-M6.5e,170.1162,-61.8769,Cen
RT Cen,,7291-588-1,166417584,8.1,255.0,M6e-M9e,207.0873,-36.8626,Cen
RV Cen,118322,8671-1707-1,90144286,7.0,447.0,C(N3e),204.4002,-56.4764,Cen
RX Cen,,,166576516,8.5,329.2,M5e-M8e,207.8560,-36.9438,Cen
RY Cen,130471,,129773023,8.6,322.9,M5e,222.4685,-42.5136,Cen
TT Cen,,,449370977,9.0,460.2,SC5:/8-Ce,199.8960,-60.7795,Cen
TU Cen,127773,,392852810,9.3,291.5,M3-7e,218.5051,-31.6946,Cen
TW Cen,121714,7280-1563-1,112098802,6.7,271.0,M4e-M8II:,209.4299,-31.0697,Cen
VV Cen,309078,8977-9173-1,323788878,9.3,199.4,M2:e-M4e,176.6210,-61.8907,Cen
XZ Cen,107913,7245-939-1,170659914,7.8,264.4,M5(III)e-M9,186.0500,-35.6338,Cen
AO Cen,,7829-911-1,334426769,9.0,189.4,M2e,225.2153,-42.4936,Cen
AP Cen,,,75537310,9.9,355.1,M5e,225.2921,-34.4752,Cen
AQ Cen,,7288-481-1,271230060,8.6,384.9,Me,211.2497,-35.4973,Cen
BC Cen,,,209571842,9.8,295.3,M8e,210.5981,-58.5708,Cen
BE Cen,,,75611776,9.1,200.25,Me,225.4426,-30.2447,Cen
CD Cen,,8663-2933-1,241334697,9.9,177.7,,204.3387,-53.8153,Cen
NZ Cen,,,449860983,9.7,376.1,S/6-e,201.5107,-63.3078,Cen
OS Cen,,8674-3159-1,289151058,9.4,435.3,M6e,201.9191,-59.3400,Cen
V0372 Cen,,,,9.5,316.4,Me,185.0764,-44.5282,Cen
V0433 Cen,,,,9.7,179.9,Me,167.5379,-35.9862,Cen
V0435 Cen,,,,9.7,210.7,Me,168.1000,-39.3676,Cen
V0437 Cen,,,,9.1,356.4,Me,169.4223,-39.9294,Cen
V0491 Cen,,,,9.8,200.17,M6e,173.7460,-57.5041,Cen
V0497 Cen,,,,9.1,336.6,Me,199.4919,-41.6739,Cen
V0520 Cen,,,,9.5,275.7,Me,217.1760,-39.3321,Cen
V0583 Cen,,,,9.8,309.0,Me,180.3565,-37.4147,Cen
V0597 Cen,,,,9.5,238.6,,181.3221,-55.1873,Cen
V0599 Cen,,,,9.7,286.4,,187.7873,-39.3054,Cen
V0603 Cen,,,,9.7,252.1,,196.2100,-35.5909,Cen
V0616 Cen,,,,8.3,260.9,Me,207.2772,-35.2627,Cen
V0618 Cen,,,,8.9,342.2,Me,207.6508,-45.7681,Cen
V0769 Cen,,,,9.4,322.5,,167.8368,-47.8140,Cen
V0773 Cen,,,,9.4,362.3,Me,207.4624,-37.5169,Cen
V0835 Cen,,,,6.8,450.0,Me,213.5392,-63.4297,Cen
V0875 Cen,,,,3.9,599.0,,178.4776,-58.9733,Cen
V0879 Cen,,,,6.8,560.0,,199.7717,-64.6251,Cen
V0884 Cen,,,,2.67,543.0,,218.3775,-60.3921,Cen
V1042 Cen,,,166242224,9.8,298.0,,192.5044,-52.0239,Cen
V1132 Cen,,,73334429,6.72,551.0,Ce,190.5400,-43.9175,Cen
V1223 Cen,,,318255525,5.57,395.0,C,173.0782,-61.3428,Cen
V1240 Cen,,,324516663,4.6,615.0,C,177.2014,-63.6243,Cen
V1241 Cen,,,324844917,4.57,652.0,C,177.3385,-60.1180,Cen
V1245 Cen,,,304950245,5.3,535.0,C,178.3778,-61.0591,Cen
V1287 Cen,,,90214833,4.37,556.0,C,204.4212,-58.3862,Cen
V1292 Cen,,,382106100,4.36,678.0,C,208.6437,-64.0565,Cen
V1328 Cen,,,328347214,4.63,495.0,C,211.0200,-61.0306,Cen
V1330 Cen,,,209835854,4.57,538.0,C,211.1370,-59.6893,Cen
S Cep,206362,4603-770-1,264405368,6.6,484.4,"C7,4e(N8e)",323.8035,+78.6245,Cep
T Cep,202012,4460-2400-1,388000857,5.2,384.92,M5-M9IIIe,317.3824,+68.4909,Cep
X Cep,201305,,387272356,8.1,536.34,M4e-M7e,314.0422,+83.0570,Cep
Y Cep,3344,,428747868,8.3,333.77,M5e-M6e,9.5950,+80.3572,Cep
RR Cep,,,401499990,9.0,383.62,M6e-M8e,40.8145,+81.1360,Cep
RT Cep,,,408890876,8.9,627.0,M6,326.7195,+64.6027,Cep
RV Cep,,4306-1584-1,373388620,9.1,271.0,M2e-M7,3.2940,+73.8632,Cep
RY Cep,,4610-1733-1,428988626,9.2,150.91,M0e,350.3105,+78.9588,Cep
SZ Cep,193028,4589-2230-1,237300803,8.7,328.12,"S3.5,8e-S4,8:e",302.4900,+77.1859,Cep
UY Cep,,,344100135,9.7,272.1,M7e,317.0802,+58.7653,Cep
UZ Cep,,,264989042,9.6,306.0,M4-M5,347.0579,+70.6076,Cep
AE Cep,,,420658382,9.3,175.1,,20.7011,+80.0324,Cep
AG Cep,,,331816955,9.2,446.9,M9e,35.0610,+78.7601,Cep
AX Cep,,,321686857,9.0,397.6,C(N),321.7248,+70.2210,Cep
BF Cep,,,467258387,9.3,434.1,M7,307.8604,+62.9472,Cep
GH Cep,,,265307896,9.7,382.1,M3,320.0184,+77.8455,Cep
OR Cep,,4298-213-1,470924423,8.3,355.32,C,1.5596,+70.0674,Cep
PQ Cep,,4474-1605-1,354046338,8.0,441.9,"C6,3e(N)",326.1202,+73.6348,Cep
PR Cep,,,469707409,7.2,523.0,M8,329.5053,+56.7471,Cep
V0345 Cep,,,,9.8,422.0,C,321.1679,+57.3126,Cep
V0704 Cep,,,,9.0,421.0,,320.7885,+55.8209,Cep
V0708 Cep,,,,9.8,382.0,,342.0585,+69.9746,Cep
R Cet,15105,4691-1116-1,251060851,7.2,166.24,M4e-M9,36.5096,-0.1783,Cet
S Cet,1987,5262-823-1,,7.6,320.45,M3e-M6.5e:,6.0148,-9.3280,Cet
U Cet,15971,5291-1040-1,66626275,6.8,234.76,M2e-M6e,38.4320,-13.1484,Cet
V Cet,224442,,9788469,8.6,257.82,M3e,359.4752,-8.9585,Cet
