bd,mwc,hd,tyc,tic,vmag,sptype,ra_deg,dec_deg,constellation
BD+36 3619,MWC   619,185037,2667-100-1,138486206,5.9,"B8 V,n",293.9507,+36.9440,Cyg
BD+22 3778,MWC   993,344800,2139-1057-1,360049948,10.01,"B2 V:,nne",295.7070,+22.5615,Vul
BD+22 3781,,344783,2139-1856-1,360061080,11.92,B0 IV,295.7776,+23.2702,Vul
BD+23 3759,,344873,2139-418-1,435428763,8.77,B0 II,296.3024,+24.0508,Vul
BD+17 4087,,350559,1619-2564-1,386636839,10.6,"B7 III,e",296.7397,+18.2490,Sge
BD- 1 3834,MWC   621,187350,5146-1012-1,439546556,8.14,"B1 V,ne",297.3891,-1.1003,Aql
BD+32 3583,MWC   995,225985,2673-3701-1,83193772,9.08,"B1 V:,ep sh",297.3868,+32.9562,Cyg
BD+ 7 4252,MWC   322,187567,1058-252-1,70162639,6.51,B2 IV,297.5729,+7.9020,Aql
BD+22 3833,MWC   323,187811,2140-3054-1,299630806,4.95,B2 V,297.7662,+22.6099,Vul
BD+21 3959,AS    367,345122,1628-2147-1,300618770,9.85,"B2 V p,e:",298.2201,+22.2446,Vul
BD+36 3806,MWC   624,189687,2682-3762-1,173066803,5.19,B3 IV,299.9796,+37.0426,Cyg
BD+32 3662,MWC   625,189689,2674-1855-1,103368976,7.3,B7 IV-V e,300.0289,+32.7894,Cyg
BD+29 3842,,333226,2670-2055-1,103884682,10.11,B1 V :e:,300.1401,+30.3812,Cyg
BD+29 3863,MWC   626,333410,2153-2192-1,117376645,8.8,B8 V,300.5050,+29.5855,Cyg
BD+21 4030,MWC   998,190150,1629-3858-1,424318140,8.0,B6 IV-V e,300.6931,+21.8540,Vul
BD+28 3598,,333452,2153-1485-1,239489156,9.43,"B0 III:,np",300.7990,+28.7073,Vul
BD+36 3841,MWC  1000,190467,2682-2966-1,40478523,8.21,"B5 II:,n",300.9229,+36.4254,Cyg
BD+25 4083,,339483,2149-1408-1,244327575,8.94,B1 III,301.0026,+26.2712,Vul
BD+46 2846,MWC   328,190944,3559-399-1,185226837,8.35,B1.5V.*n*e+,301.3568,+46.6715,Cyg
BD+35 3950,MWC   327,227611,2682-805-1,40736060,8.69,"B0 II:,ep",301.4376,+35.9009,Cyg
BD+35 3981,MWC   628,227836,2683-2026-1,41770470,10.2,"B2: ,nep",302.0189,+36.1238,Cyg
BD+36 3891,MWC  1002,191378,2683-943-1,41777648,9.0,B9.5 V,302.0350,+37.0067,Cyg
BD+20 4449,,191531,1630-504-1,393662110,8.3,B0.5 III-IV,302.4148,+21.0784,Sge
BD+36 3907,MWC   329,191610,2683-3961-1,42360166,4.93,B2 V,302.3563,+36.8389,Cyg
BD+35 3998,MWC   330,228041,2679-717-1,91945131,8.97,"B0.5 V:,e",302.4929,+35.4958,Cyg
BD+35 4004,MWC   629,228104,2683-3420-1,91949065,8.85,"B1: IV:,ep",302.6600,+35.8740,Cyg
+36-20099,,,,,11.9,"B5 ,eV",302.9298,+36.5193,Cyg
BD+26 3828,MWC   331,192044,2162-1675-1,245286665,5.92,B8 V,303.0024,+26.4786,Vul
BD+35 4026,MWC   332,192445,2683-1156-1,312227894,7.23,B1 IV,303.3869,+36.3281,Cyg
BD+32 3749,MWC   631,331976,2675-50-1,380407422,9.92,"B0: ,ep",303.4225,+32.5509,Cyg
BD+36 3946,MWC   333,228438,2683-174-1,312232757,9.2,B0.5 III,303.4594,+36.6225,Cyg
BD+36 3956,,192641,2683-3369-1,10989276,10.5,B2 IV,303.6663,+36.6461,Cyg
+36-20131,HEN  1857,228535,2683-1775-1,10987644,10.9,B2 IV,303.7318,+36.8534,Cyg
BD+37 3856,,228658,3151-2140-1,11479883,10.2,B1 V,304.0355,+37.5565,Cyg
BD+31 4018,MWC   336,193009,2676-1687-1,202752748,7.16,B1 V n,304.2006,+32.3796,Cyg
BD+15 4120,MWC   335,192954,1631-5-1,88535389,7.4,B6 IV-V e,304.2905,+15.8724,Del
BD+39 4115,MWC   632,193182,3155-2187-1,11915139,6.5,B7 IV-V e:,304.3544,+39.5937,Cyg
BD+36 4001,,228860,2684-1729-1,273890231,9.68,B0.5 IV,304.7144,+36.9615,Cyg
BD+37 3881,MWC   339,193516,3151-1573-1,273897184,8.61,B2: III:,304.7811,+37.7693,Cyg
BD+23 3986,MWC   341,193911,2159-2070-1,99115271,5.4,"B8 III,n",305.5140,+24.4459,Vul
BD+37 3913,,229171,3152-182-1,13973539,9.33,"B0.5 III:,n",305.7618,+38.4559,Cyg
BD+37 3916,MWC   343,194335,2684-2040-1,14200511,5.9,"B2 V,ne",305.9342,+37.4761,Cyg
BD+41 3731,,,3160-1560-1,193573033,9.9,"B3 ,n",306.0681,+42.3002,Cyg
BD+54 2348,MWC   345,194883,3941-371-1,352556540,7.36,"B2 V,e",306.3860,+54.6839,Cyg
BD+46 2948,MWC  1022,,3573-1552-1,187779407,10.05,"B1 V:,nne",307.3341,+46.6666,Cyg
BD+36 4095,MWC   346,195407,2697-881-1,16187387,7.8,"B0 IV:,ep",307.4489,+36.9803,Cyg
BD+55 2411,MWC   637,195554,3954-612-1,469421586,5.9,B8 IV-V e,307.3627,+56.0678,Cyg
BD-02 5328,MWC   350,196712,5181-747-1,248117218,6.2,B7 IV-V e,309.8047,-2.4124,Aqr
BD+34 4127,MWC  1026,197419,2695-455-1,100165164,6.7,B2 V e,310.5922,+35.4558,Cyg
BD+35 4267,MWC   352,198183,,67251066,4.53,B5 IV,311.8515,+36.4904,Cyg
BD+53 2495,MWC   354,198512,3951-636-1,267767305,8.29,"B1 V,nnep",312.1365,+53.9058,Cyg
BD+44 3594,MWC  1031,,3575-2662-1,353099086,9.78,"B1: V:,nep",312.2981,+45.4110,Cyg
BD+43 3747,MWC  1032,198931,3179-69-1,356776209,8.73,"B1 V e:,nn",313.0400,+44.4342,Cyg
BD+40 4354,MWC   356,199218,3171-1117-1,195139471,6.7,"B8 V,nn",313.5922,+40.7025,Cyg
BD+39 4368,MWC   357,199356,3171-1598-1,195409344,7.13,B2 IV p:,313.8458,+40.2995,Cyg
BD+46 3133,MWC   359,200120,3579-4461-1,329947655,4.74,"B1 ,ne",314.9560,+47.5207,Cyg
BD+45 3364,MWC   360,200310,3588-12112-1,304114338,5.37,B1 V,315.2951,+46.1554,Cyg
BD+67 1283,MWC   361,200775,4460-3015-1,387813185,7.35,"B2 V,e",315.4032,+68.1632,Cep
BD+47 3302,AS    458,,3592-7373-1,136024550,10.49,"B2 V:,nep",317.1101,+47.6741,Cyg
BD+46 3198,MWC   362,201522,3592-4016-1,136027289,7.88,B0 V,317.1232,+47.2566,Cyg
BD+44 3718,MWC   363,201733,3588-11025-1,136466789,6.63,"B4 IV,p",317.4938,+45.5022,Cyg
+48-21118,,,,,10.4,"B2 V:,ne",318.3854,+48.3893,Cyg
BD+59 2344,MWC  1042,239618,3965-88-1,313986452,8.45,"B2 V,e",318.6892,+59.7608,Cep
BD+34 4371,MWC   364,202904,2710-2647-1,117146835,4.43,"B2 V,ne",319.4790,+34.8966,Cyg
BD+57 2309,MWC   365,203025,3965-595-1,314576961,6.42,B3 III,319.3282,+58.6111,Cep
BD+61 2112,MWC   366,203374,4248-57-1,275415829,6.68,"B0 IV,ep",319.7802,+61.8582,Cep
BD+53 2599,MWC  1043,203356,3953-485-1,63318608,7.7,B8 IV-V e,319.9366,+53.9513,Cyg
BD+64 1527,MWC   367,203467,4256-3042-1,275420565,5.18,B3 III,319.8422,+64.8712,Cep
BD+40 4503,MWC   369,203731,3186-1231-1,373819241,7.52,"B1 V,ne",320.7127,+40.6969,Cyg
BD+13 4692,MWC   368,203699,1118-1680-1,305986323,6.86,B3 IV,320.8969,+14.0498,Peg
BD+54 2533,,204116,3970-673-1,315697025,7.84,"B1 V,e",321.1261,+55.3664,Cyg
BD+43 3913,MWC   640,,3194-2107-1,239408899,8.87,"B1.5 V:,nnep",321.2600,+44.4514,Cyg
BD+43 3941,MWC   370,204722,3194-1796-1,240258004,7.67,"B2 V :e:,nn",322.3113,+44.3379,Cyg
BD+42 4123,MWC   371,205060,3191-1377-1,240362196,7.2,B6 V,322.9035,+42.7002,Cyg
BD+51 3091,MWC   641,205551,3603-492-1,387745175,6.0,B9 III,323.6144,+51.6982,Cyg
BD+29 4453,MWC   642,205618,2200-1329-1,371755873,8.1,"B2 V,ne",323.9352,+29.7451,Cyg
BD-20 6251,MWC   373,205637,6370-1176-1,441027987,4.68,B3 V,324.2695,-19.4655,Cap
BD+56 2626,,,3975-1350-1,,10.47,B0.5 III,325.4205,+56.6936,Cep
BD+57 2374,MWC   376,206773,3975-405-1,260286423,6.87,"B0 V:,ep",325.6011,+57.7358,Cep
BD+58 2320,MWC   643,239758,3979-658-1,388323676,9.51,"B2 III:,nn",326.1415,+59.0570,Cep
BD+49 3615,MWC  1050,,3612-1013-1,395631091,9.07,B1 V:,326.4673,+50.2922,Cyg
BD+50 3430,MWC   377,207232,3616-1220-1,395634740,7.0,B7 IV-V e,326.5112,+50.6738,Cyg
BD+46 3471,AS    477,,3608-755-1,427938329,10.15,"B9.5 V,e",328.1465,+47.2247,Cyg
BD+25 4635,MWC   644,208057,2206-1964-1,283228568,5.08,B3 V,328.2652,+25.9246,Peg
BD+42 4241,,208220,3197-2189-1,455522874,9.49,"B1 IV,e",328.4317,+43.4824,Cyg
BD+61 2216,MWC   380,208392,4266-2575-1,411043004,7.04,B1 III,328.4500,+62.6142,Cep
BD+64 1607,MWC   381,208682,,411577031,5.86,B3 V,328.8791,+65.3206,Cep
CD-3216848,HEN  1927,208886,7488-1504-1,229037380,7.0,Be*,329.9813,-31.5251,PsA
CD-2918119,HEN  1928,209014,,270219259,5.42,B8 V,330.2090,-28.4534,PsA
BD- 2 5681,MWC   384,209409,5224-1808-1,317958778,4.69,B6 V,330.8278,-2.1546,Aqr
BD+54 2676,ASW,,3973-2695-1,469983243,10.29,"B1: V:,nne",330.8133,+55.0883,Cep
CD-2715757,MWC   650,209522,6957-1565-1,53992511,5.96,"B4 IV,n",331.1527,-26.8217,PsA
BD+49 3735,AS    483,,3613-2056-1,326247844,9.72,"B1.5 V :e:,nn",331.5347,+49.9019,Lac
BD+21 4695,MWC   385,210129,1692-2205-1,371572251,5.78,B7 V,331.9601,+21.7034,Peg
BD+55 2693,,,3973-715-1,329020872,10.73,"B5: ,neV",332.3445,+55.7569,Cep
BD+54 2718,,,3986-1701-1,330377496,10.15,B2 III,333.7470,+55.4633,Lac
BD+45 3879,MWC   652,211835,3607-35-1,199436120,8.48,"B3: V,e",334.7509,+45.8018,Lac
BD+51 3330,MWC  1057,235795,3619-918-1,431040288,9.14,"B1: V:,nne",334.7813,+52.1202,Lac
BD+51 3341,MWC   386,212044,3619-1622-1,431116093,6.98,B1 IV,335.0945,+51.8606,Lac
BD+11 4784,MWC   387,212076,1146-1242-1,404555403,5.01,B2 V,335.3794,+12.2047,Peg
BD+61 2292,AS    490,,4268-166-1,337210639,10.04,"B2 V,n",335.7716,+62.7137,Cep
BD+ 0 4872,MWC   388,212571,560-1818-1,265911941,4.66,"B1 V,e",336.3187,+1.3768,Aqr
BD+57 2525,MWC  1061,,3990-141-1,428187251,10.35,"B1.5 IV-V:,ep",336.2647,+57.8413,Cep
BD+60 2405,AS    493,,4264-141-1,338064901,9.9,"B3 V:,nn",337.7907,+61.6089,Cep
+58-22326,,,,,10.45,B2 III,338.6359,+58.3305,Cep
BD+38 4808,,214167,3205-2483-1,128495477,6.5,B1 V:,338.9669,+39.6277,Lac
BD+38 4808,MWC   390,214168,3205-2482-1,128495470,5.73,"B1 V e,SB",338.9677,+39.6343,Lac
BD+55 2783,MWC   655,240010,3987-2645-1,388143588,9.48,"B1: IV:,nnep",339.6320,+55.8344,Lac
CD-2716010,MWC   392,214748,6966-1509-1,47296054,4.17,"B8 V,e",340.1634,-27.0431,PsA
BD+43 4279,MWC   656,215227,3226-1181-1,153880067,8.75,"B5: ,ne",340.7385,+44.7215,Lac
BD+53 2964,MWC  1067,,3984-1357-1,428274993,9.19,"B2 IV:,nnep",340.8466,+54.0714,Lac
BD+57 2597,MWC   658,215605,3992-833-1,343314372,9.43,"B2: IV:,nne",341.3266,+57.8516,Cep
+57-22457,MWC   659,,,,10.18,"B0: III:,ep",341.9390,+57.2809,Cep
BD+54 2865,,216044,3988-1292-1,317271116,8.51,B0 II,342.1803,+55.1260,Lac
BD+53 2993,MWC   393,216057,3988-158-1,317273771,6.1,B6 V,342.1994,+54.4146,Lac
BD+41 4623,,216200,3223-3619-1,154355871,5.92,"B3 IV:,V",342.5904,+41.9532,Lac
BD+61 2355,,,4282-774-1,12795612,9.63,B7 IV,343.1213,+62.6860,Cep
BD+61 2361,MWC  1075,216629,4282-729-1,12876844,9.3,"B2 IV-V,ne",343.3144,+62.1454,Cep
BD+42 4538,MWC   660,216851,3227-2752-1,154657140,8.02,"B3 V:,n",343.9458,+43.5591,Lac
BD+61 2372,,217061,4282-933-1,13211704,8.78,B1 V,344.1774,+62.6244,Cep
BD+47 3985,MWC   394,217050,3626-1877-1,252500679,5.43,B3 III,344.2684,+48.6839,Lac
BD+61 2380,,,4282-892-1,434340780,9.14,B9 V,344.8421,+61.9730,Cep
BD+37 4744,MWC   395,217543,3216-1509-1,427864844,6.54,B2 V,345.2276,+38.7080,And
BD+41 4664,,217675,3224-3434-1,155030422,3.62,B6 III,345.4791,+42.3258,And
BD+62 2158,,,4282-580-1,434626013,10.09,B9 V,345.5325,+62.8222,Cep
BD+ 3 4818,MWC   396,217891,579-1834-1,310852121,4.53,B6 III,345.9683,+3.8200,Psc
BD+57 2678,,,3997-522-1,314150303,9.79,B0.5 V,345.9028,+58.3096,Cas
BD+62 2163,,218066,4282-419-1,434893323,7.62,"B1: V:,V",346.0089,+63.3964,Cep
+61-23031,AS    505,,,,10.04,"B5 V,ep",346.2908,+62.2632,Cep
BD+48 3950,,218674,3631-1888-1,252703564,6.74,B3 V,347.3196,+49.6504,And
BD+55 2942,MWC   398,220058,4003-825-1,319068939,8.58,"B1 ,nep",350.0789,+55.8075,Cas
BD+55 2946,MWC  1081,220300,4007-1385-1,319302209,7.8,B6 IV-V e,350.5432,+56.3479,Cas
BD+60 2584,AS    510,,4280-473-1,271153313,10.29,"B1 IV:,ep",353.9228,+61.1880,Cas
BD+61 2494,,,4284-722-1,271759706,9.68,"B0 V,n",354.9490,+61.9279,Cas
BD+60 2600,AS    512,,4280-847-1,271755847,9.29,B9 V,355.0767,+61.3450,Cas
BD+61 2537,MWC   402,223501,4285-1070-1,470711493,7.79,B2 V.*n*(e.),357.4710,+62.2138,Cas
BD+45 4381,MWC   407,224559,3639-164-1,177638673,6.5,B4 V en,359.6929,+46.4128,And
BD+31 5012,MWC   406,224544,2772-467-1,155257510,6.5,B6 IV e,359.7050,+32.3814,And
BD+59 2801,,224599,4281-2099-1,470846310,9.56,B4 V n,359.8123,+60.0222,Cas
CP-66 3819,,224686,9133-1652-1,355653322,4.5,B7 V e:,359.9774,-65.5762,Tuc
BD+62 2346,,,4018-1819-1,418134291,9.49,B0 V,0.3523,+63.5044,Cas
BD+59 2813,MWC   666,224905,4014-1181-1,418409430,8.47,"B1 V,n",0.4102,+60.4497,Cas
